ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
5082,Shipping issue,Account access issue,My order is significantly delayed and I need help urgently.,39,Chat,negative,2,2,High
6247,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,56,Email,negative,2,2,High
731,Information request,Need some information,Can you provide some details about this product? Please help me resolve this issue.,39,Phone,neutral,1,0,Low
7890,Critical account issue,Security concern,I have a serious security concern and need immediate assistance.,64,Chat,negative,3,4,Critical
7915,Critical billing issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,33,Phone,negative,3,3,Critical
1124,General question,Product information,I would like more information about the product.,18,Social media,neutral,0,0,Low
4402,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,60,Email,negative,3,2,High
3657,Billing inquiry,Refund question,I have a billing issue that needs to be checked.,36,Social media,neutral,1,1,Medium
3129,Refund request,Billing problem,I am having a problem with my product and need assistance.,61,Email,negative,1,2,Medium
3934,Billing inquiry,Billing problem,I have a billing issue that needs to be checked.,39,Email,negative,2,2,Medium
3155,Shipping inquiry,Refund question,My delivery has a problem and I need assistance.,35,Email,neutral,2,2,Medium
2852,Shipping inquiry,Product issue,I am having a problem with my product and need assistance.,27,Social media,negative,2,2,Medium
102,General question,Question about product,I have a general question and would like some clarification.,36,Chat,positive,0,0,Low
223,General question,Question about product,Can you provide some details about this product?,31,Social media,positive,0,0,Low
6019,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,37,Phone,negative,2,2,High
4754,Technical issue,Delivery problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,58,Phone,negative,2,2,High
5672,Technical issue,Urgent product problem,My order is significantly delayed and I need help urgently. Please help me resolve this issue.,65,Chat,negative,3,2,High
2796,Billing inquiry,Refund question,There is an issue with my recent order and I need help.,63,Social media,neutral,1,2,Medium
5744,Technical issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,57,Phone,negative,2,2,High
6283,Account problem,Urgent product problem,The device is not working and I need immediate assistance.,62,Phone,negative,2,3,High
5246,Shipping issue,Account access issue,I cannot access my account and this is affecting my work.,56,Email,negative,2,2,High
6995,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,70,Social media,negative,4,3,Critical
2222,Shipping inquiry,Product issue,My delivery has a problem and I need assistance.,60,Social media,neutral,1,2,Medium
7661,Critical technical issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,35,Email,negative,3,3,Critical
5122,Account problem,Account access issue,My order is significantly delayed and I need help urgently. Please help me resolve this issue.,48,Phone,negative,3,2,High
4508,Account problem,Payment problem,I cannot access my account and this is affecting my work.,64,Email,negative,3,2,High
2927,Shipping inquiry,Refund question,I requested a refund and would like an update.,47,Social media,negative,1,2,Medium
5104,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly.,29,Email,negative,2,2,High
7465,Critical account issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,51,Email,negative,3,4,Critical
2836,Billing inquiry,Product issue,I requested a refund and would like an update.,30,Email,neutral,1,2,Medium
1198,Information request,Question about product,I would like more information about the product. Please help me resolve this issue.,27,Social media,neutral,1,0,Low
2023,General question,Need some information,Could you explain the available options?,70,Social media,neutral,0,0,Low
316,Information request,Question about product,I would like more information about the product. Please help me resolve this issue.,66,Social media,positive,1,1,Low
6799,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,54,Social media,negative,3,3,Critical
7645,Critical billing issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,28,Social media,negative,3,3,Critical
8369,Critical billing issue,Critical account problem,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,47,Chat,negative,4,3,Critical
3071,Refund request,Product issue,I requested a refund and would like an update.,39,Email,negative,2,1,Medium
4012,Refund request,Billing problem,I am having a problem with my product and need assistance.,53,Phone,neutral,1,1,Medium
4170,Refund request,Shipping question,I have a billing issue that needs to be checked.,70,Email,negative,2,2,Medium
6706,Critical technical issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,70,Phone,negative,3,3,Critical
1455,Information request,Question about product,Can you provide some details about this product?,48,Chat,positive,1,1,Low
1666,General question,Product information,Could you explain the available options?,44,Chat,positive,1,1,Low
7104,Critical billing issue,Security concern,I have a serious security concern and need immediate assistance.,41,Chat,negative,4,3,Critical
8023,Critical account issue,Security concern,The service has completely stopped working and is blocking critical operations.,38,Email,negative,4,3,Critical
6709,Critical technical issue,Security concern,I cannot access critical business data and need this resolved immediately.,23,Email,negative,3,4,Critical
1386,Information request,Product information,Can you provide some details about this product?,37,Chat,neutral,0,1,Low
